ticketing_stop_id,stop_id,agency_id
11363,1450435,246
11944,1841239,246
11944,1909589,246
11944,1909590,246
11948,1841240,246
11948,1909597,246
11948,1909598,246
11943,1841241,246
11943,1909587,246
11943,1909588,246
11945,1841242,246
11945,1909591,246
11945,1909592,246
11947,1841243,246
11947,1909595,246
11947,1909596,246
11946,1841244,246
11946,1909593,246
11946,1909594,246
10875,959955,246
10875,1015167,246
10875,1015168,246
11538,1428597,246
11538,1491096,246
11538,1491097,246
11539,1428598,246
11539,1491098,246
10457,771686,246
10457,824766,246
10457,824767,246
10455,771684,246
10455,824762,246
10455,824763,246
10456,771685,246
10456,824764,246
10456,824765,246
10454,771683,246
10454,824761,246
11712,1535416,246
11712,1606207,246
11712,1606206,246
12145,1841245,246
12145,1909776,246
12145,1909777,246
11582,1497434,246
11582,1559126,246
11582,1559125,246
11715,1535415,246
11715,1606205,246
11715,1606204,246
12146,1841246,246
12146,1909778,246
12146,1909779,246
10022,621224,246
10022,669605,246
10022,1683881,246
11268,621222,246
11268,1355058,246
10021,1295833,246
10021,669601,246
10021,669602,246
10020,621215,246
10020,669587,246
10020,669588,246
10018,621209,246
10018,669575,246
10019,621211,246
10019,669579,246
10019,669580,246
11269,1295832,246
11269,1355060,246
11269,1355061,246
12076,1841247,246
12076,1909820,246
12076,1909821,246
10220,690368,246
10220,741862,246
10220,741863,246
10219,690370,246
10219,741866,246
10219,741867,246
11654,1389777,246
11654,1450500,246
12001,1841248,246
12001,1909681,246
12001,1909682,246
10493,771722,246
10493,824836,246
10493,824837,246
10496,771724,246
10496,824840,246
10496,824841,246
10494,771723,246
10494,824838,246
10494,824839,246
12000,1841249,246
12000,1909679,246
12000,1909680,246
11569,1497422,246
11569,1559103,246
11569,1559102,246
10706,960009,246
10706,1015248,246
10704,960030,246
10704,1015278,246
10704,1015279,246
10705,960012,246
10705,1015251,246
10705,1015252,246
11287,1389657,246
11287,1450291,246
11287,1450292,246
11285,1389655,246
11285,1450287,246
11285,1450288,246
11286,1389656,246
11286,1450289,246
11286,1450290,246
10047,621262,246
10047,669686,246
10047,669687,246
10047,1379696,246
10047,1379697,246
10049,621258,246
10049,669678,246
10049,669679,246
10051,621254,246
10051,669670,246
10051,669671,246
10048,621261,246
10048,669684,246
10048,669685,246
12251,1841250,246
12251,1910101,246
12251,1910102,246
10050,621257,246
10050,669676,246
10050,669677,246
10663,1062284,246
10663,1118812,246
10663,1118813,246
11028,1062283,246
11028,1118810,246
11028,1118811,246
10664,1062285,246
10664,1118814,246
10664,1118815,246
12241,1841251,246
12241,1909387,246
12241,1909413,246
12242,1841252,246
12242,1909388,246
12166,1841253,246
12166,1909996,246
12166,1909997,246
12167,1841254,246
12167,1909998,246
11033,1841623,246
11033,1910174,246
12082,1841255,246
12082,1909447,246
12082,1909446,246
11763,1586271,246
11763,824691,246
10367,771568,246
10367,824540,246
10367,824541,246
10365,771619,246
10365,824643,246
10365,1399698,246
10365,1015453,246
11105,1180831,246
11105,1235754,246
11105,1235755,246
10368,771567,246
10368,824538,246
10368,824539,246
10421,771646,246
10421,824693,246
10421,824694,246
10366,771569,246
10366,824542,246
10366,824543,246
10984,1062316,246
10984,1118871,246
10984,1118870,246
11023,1062318,246
11023,1118875,246
11023,1118874,246
10983,1062317,246
10983,1118873,246
10983,1118872,246
11118,1216944,246
11118,1271968,246
11118,1271969,246
11119,1216943,246
11119,1271966,246
11119,1271967,246
11540,1428599,246
11540,1491099,246
11540,1491100,246
10759,960086,246
10759,1015380,246
10759,1015381,246
12043,1841256,246
12043,1909913,246
12043,1909914,246
12044,1841257,246
12044,1909915,246
12044,1909916,246
12045,1841258,246
12045,1909917,246
12045,1909918,246
12047,1841259,246
12047,1909921,246
12047,1909922,246
12046,1841260,246
12046,1909919,246
12046,1909920,246
12042,1841261,246
12042,1909911,246
12042,1909912,246
10811,959890,246
10811,1015046,246
10811,1015047,246
10812,959889,246
10812,1015044,246
10812,1015045,246
10810,959893,246
10810,1015052,246
10810,1015053,246
10263,690307,246
10263,741754,246
10263,741755,246
10264,690315,246
10264,741768,246
10264,741769,246
10265,690311,246
10265,741760,246
10265,741763,246
10613,690314,246
10613,741765,246
10613,741766,246
10517,836325,246
10517,889013,246
10517,889014,246
10516,836324,246
10516,889011,246
10516,889012,246
10308,771534,246
10308,824478,246
10308,824479,246
10309,771535,246
10309,824480,246
10309,824481,246
10576,959753,246
10576,1014810,246
10576,1014811,246
10577,959754,246
10577,1014812,246
10577,1014813,246
10422,771649,246
10422,824697,246
10424,771651,246
10424,824700,246
10424,824701,246
10423,771650,246
10423,824698,246
10423,824699,246
10578,959755,246
10578,1014814,246
10578,1014815,246
10816,959879,246
10816,1015028,246
10816,1015029,246
11294,1389664,246
11294,1450305,246
11294,1450306,246
11071,2039658,246
11071,2113670,246
11071,2113671,246
11293,1389663,246
11293,1450303,246
11293,1450304,246
10553,836339,246
10553,1910157,246
10553,1910158,246
10859,959926,246
10859,1015117,246
10859,1015118,246
10861,959923,246
10861,1015111,246
10861,1015112,246
10860,959922,246
10860,1015109,246
10860,1015110,246
11908,1841262,246
11908,1909508,246
11908,1909509,246
11896,1841263,246
11896,1909510,246
11896,1909511,246
10124,1841620,246
10124,1910167,246
10124,1910168,246
11902,1841264,246
11902,1909502,246
11902,1909503,246
11898,1841265,246
11898,1909514,246
11905,1841266,246
11905,1909504,246
11905,1909505,246
11907,1841267,246
11907,1909506,246
11907,1909507,246
11897,1841268,246
11897,1909512,246
11897,1909513,246
11899,1841269,246
11899,1909515,246
11900,1841270,246
11900,1909516,246
10698,960055,246
10698,1015325,246
10700,960046,246
10700,1015308,246
10700,1015309,246
10699,960049,246
10699,1015314,246
10699,1015315,246
11446,1389824,246
11446,1450591,246
11446,1450592,246
10257,621195,246
10257,669552,246
10257,669553,246
10261,690303,246
10261,741748,246
10261,741749,246
10262,690305,246
10262,741750,246
10262,741751,246
11699,621190,246
11699,669545,246
10259,621189,246
10259,669544,246
10258,621191,246
10258,669546,246
11092,690302,246
11092,741747,246
10080,621188,246
10080,695892,246
10080,741746,246
10617,959858,246
10617,1014987,246
10617,1014988,246
10053,621250,246
10053,669663,246
10053,669664,246
10055,621245,246
10055,669648,246
10055,669649,246
10056,621227,246
10056,669611,246
10056,669612,246
10054,621248,246
10054,669657,246
10054,669658,246
10052,621251,246
10052,669665,246
10052,669666,246
10616,959856,246
10616,1014983,246
10616,1014984,246
10284,690353,246
10284,741834,246
10284,741835,246
10285,690354,246
10285,741837,246
10286,690351,246
10286,741831,246
10286,741832,246
10615,959855,246
10615,1014982,246
10615,741840,246
10283,690347,246
10283,741823,246
10283,741824,246
11435,1389813,246
11435,1450569,246
11435,1450570,246
10606,772858,246
10606,824907,246
10606,824906,246
10152,654102,246
10152,703825,246
10498,959886,246
10498,1015442,246
12176,1841271,246
12176,1910012,246
12176,1910013,246
12177,1841272,246
12177,1910014,246
12177,1910015,246
10255,621200,246
10255,669559,246
10255,669727,246
10256,621197,246
10256,669555,246
10256,669556,246
10256,1014924,246
10151,654093,246
10151,703812,246
10148,688134,246
10148,739571,246
10148,739572,246
10150,688131,246
10150,739567,246
10150,739568,246
10149,688133,246
10149,739569,246
10149,739570,246
10060,621204,246
10060,669565,246
10060,669566,246
11727,1586255,246
11727,1657847,246
10931,959769,246
10931,1014839,246
10931,1014840,246
10930,959768,246
10930,1014837,246
10930,1014838,246
10143,654089,246
10143,703802,246
10143,703803,246
10144,688138,246
10144,739579,246
10144,739580,246
10061,621205,246
10061,669567,246
10061,669568,246
10062,1647825,246
10062,1717611,246
10062,1717612,246
10497,835214,246
10497,887884,246
10497,887885,246
11584,1428625,246
11584,1491147,246
11584,1491148,246
10961,959716,246
10961,1014744,246
10961,1014745,246
10959,959715,246
10959,1014742,246
10959,1014743,246
10957,959712,246
10957,1014736,246
10957,1014737,246
10958,959713,246
10958,1014738,246
10958,1014739,246
11517,1389889,246
11517,1450707,246
11517,1450708,246
10960,959714,246
10960,1014740,246
10960,1014741,246
10979,1062323,246
10979,1118887,246
10979,1118886,246
10346,771588,246
10346,824580,246
10346,824581,246
10345,771589,246
10345,824582,246
10345,824583,246
10344,771590,246
10344,824584,246
10344,824585,246
10343,771591,246
10343,824586,246
10343,824587,246
10342,771592,246
10342,824588,246
10342,824589,246
10925,959763,246
10925,1014828,246
10925,1014829,246
10924,959766,246
10924,1014834,246
10924,1014835,246
10926,959761,246
10926,1014824,246
10926,1014825,246
11580,1497433,246
11580,1559124,246
11580,1559123,246
10927,959762,246
10927,1014826,246
10927,1014827,246
10708,960027,246
10708,1015272,246
10708,1015273,246
10707,960013,246
10707,1015253,246
10707,1015254,246
10798,959906,246
10798,1015078,246
10798,1015079,246
10799,959905,246
10799,1015076,246
10799,1015077,246
10800,959904,246
10800,1015074,246
10800,1015075,246
11414,1389757,246
11414,1450462,246
11414,1450463,246
11416,1389759,246
11416,1450466,246
11416,1450467,246
11415,1389758,246
11415,1450464,246
11415,1450465,246
10354,771580,246
10354,824564,246
10354,824565,246
10353,771581,246
10353,824566,246
10353,824567,246
12162,1841274,246
12162,1909989,246
12162,1909990,246
10302,771529,246
10302,824470,246
10302,1399697,246
10300,771527,246
10300,824466,246
10300,824467,246
10298,771525,246
10298,824462,246
10298,824463,246
11128,1180835,246
11128,1235762,246
11128,1235763,246
10299,771526,246
10299,824464,246
10299,824465,246
11127,1180834,246
11127,1235760,246
11127,1235761,246
10301,771528,246
10301,824468,246
10301,824469,246
10730,960098,246
10730,1015402,246
10730,1015403,246
10731,960104,246
10731,1015414,246
10731,1015415,246
10729,960096,246
10729,1015398,246
10729,1015399,246
10733,960106,246
10733,1015418,246
10733,1015419,246
10732,960107,246
10732,1015420,246
10732,1015421,246
10734,960102,246
10734,1015410,246
10734,1015411,246
12081,1841273,246
12081,1909826,246
12081,1909827,246
10015,621225,246
10015,669607,246
10015,669610,246
11419,1389762,246
11419,1450472,246
11419,1450473,246
11420,1389763,246
11420,1450474,246
11420,1450475,246
11418,1389761,246
11418,1450470,246
11418,1450471,246
11828,1841275,246
11828,1909420,246
11828,1909421,246
11829,1841276,246
11829,1909422,246
11829,1909423,246
11827,1841277,246
11827,1909418,246
11827,1909419,246
11830,1841278,246
11830,1909424,246
11830,1909425,246
11831,1841279,246
11831,1909426,246
11831,1909427,246
11832,1841280,246
11832,1909428,246
11832,1909429,246
10542,959828,246
10542,1014930,246
10542,1014931,246
10076,621244,246
10076,669644,246
10076,669645,246
10075,621247,246
10075,669654,246
10075,669655,246
10077,621239,246
10077,669635,246
10077,669636,246
10078,621231,246
10078,669619,246
10078,669620,246
10074,621252,246
10074,669660,246
10074,669662,246
10074,669667,246
10079,621226,246
10079,669608,246
10079,1014929,246
10543,959829,246
10543,1014932,246
10543,1014933,246
10870,959951,246
10870,1015159,246
10870,1015160,246
10869,959950,246
10869,1015157,246
10869,1015158,246
11759,1586256,246
11759,1657848,246
11759,1657849,246
12120,1841281,246
12120,1909728,246
12120,1909729,246
12119,1841282,246
12119,1909726,246
12119,1909727,246
11716,1586257,246
11716,1657850,246
11716,1657851,246
12117,1841283,246
12117,1909722,246
12117,1909723,246
12115,1841284,246
12115,1909718,246
12115,1909719,246
12118,1841285,246
12118,1909724,246
12118,1909725,246
12116,1841286,246
12116,1909720,246
12116,1909721,246
11756,1586258,246
11756,1657852,246
11756,1657853,246
12121,1841287,246
12121,1909730,246
12121,1909731,246
11757,1586259,246
11757,1657855,246
11760,1586260,246
11760,1657856,246
11760,1657857,246
11680,1486506,246
11680,1015249,246
11680,1450279,246
11504,1389651,246
11504,1450280,246
11530,1428589,246
11530,1491080,246
11530,1491081,246
11529,1428588,246
11529,1491079,246
11529,1491078,246
10761,960101,246
10761,1015408,246
10761,1015409,246
10763,960105,246
10763,1015416,246
10763,1015417,246
10760,960100,246
10760,1015406,246
10760,1015407,246
10762,960103,246
10762,1015412,246
10762,1015413,246
10766,960110,246
10766,1015426,246
10766,1015427,246
10765,960108,246
10765,1015422,246
10765,1015423,246
10764,960109,246
10764,1015424,246
10764,1015425,246
11085,1147701,246
11085,1185405,246
11085,1201847,246
11935,1841289,246
11935,1909571,246
11935,1909572,246
11997,1841288,246
11997,1909694,246
11997,1909695,246
11998,1841290,246
11998,1909696,246
11998,1909697,246
11999,1841291,246
11999,1909698,246
11936,1841292,246
11936,1909573,246
11936,1909574,246
11938,1841293,246
11938,1909577,246
11938,1909578,246
11937,1841294,246
11937,1909575,246
11937,1909576,246
10841,959843,246
10841,1014959,246
10841,1014960,246
10842,959842,246
10842,1014957,246
10842,1014958,246
11113,1216949,246
11113,1271978,246
11113,1271979,246
11115,1216947,246
11115,1271974,246
11115,1271975,246
11114,1216948,246
11114,1271976,246
11114,1271977,246
10058,621217,246
10058,669591,246
10058,669592,246
10057,621219,246
10057,669595,246
10057,669596,246
10544,959830,246
10544,1014934,246
10544,1014935,246
10545,959838,246
10545,1014949,246
10545,1014950,246
11392,1389793,246
11392,1450531,246
11392,1450532,246
11391,1389792,246
11391,1450529,246
11391,1450530,246
11102,1180829,246
11102,1235749,246
11102,1235750,246
10348,771586,246
10348,824576,246
10348,824577,246
10347,771587,246
10347,824578,246
10347,824579,246
11567,1497419,246
11567,1559099,246
11567,1559098,246
11568,1497421,246
11568,1559101,246
11568,1559100,246
10218,690377,246
10218,741879,246
10218,741880,246
10216,690378,246
10216,741881,246
10216,741882,246
10217,763328,246
10217,815263,246
10217,815264,246
11497,1389870,246
11497,1450676,246
11497,1450677,246
11499,1389872,246
11499,1450680,246
11499,1450681,246
11502,1389875,246
11502,1450686,246
11502,1450687,246
11503,1389876,246
11503,1450688,246
11501,1389874,246
11501,1450684,246
11501,1450685,246
11500,1389873,246
11500,1450682,246
11500,1450683,246
11498,1389871,246
11498,1450678,246
11498,1450679,246
11496,1389869,246
11496,1450674,246
11496,1450675,246
11577,1497430,246
11577,1559118,246
11577,1559117,246
12092,1841295,246
12092,1909830,246
12092,1909831,246
12090,1841296,246
12090,1909832,246
12090,1909833,246
12091,1841297,246
12091,1909834,246
12091,1909835,246
10208,690366,246
10208,741858,246
10208,741859,246
10330,771603,246
10330,824613,246
10330,824614,246
10331,771602,246
10331,824611,246
10331,824612,246
10332,771601,246
10332,824610,246
10332,1247103,246
10250,621223,246
10250,669603,246
10250,669604,246
10374,771561,246
10374,824526,246
10374,824527,246
12087,1841298,246
12087,1909828,246
12087,1909829,246
10921,959776,246
10921,1014850,246
10921,1014851,246
10920,959779,246
10920,1014856,246
10920,1014857,246
10922,959775,246
10922,1014848,246
10922,1014849,246
12227,1841299,246
12227,1909482,246
12227,1909483,246
10432,771659,246
10432,824716,246
10432,824717,246
10433,771660,246
10433,824718,246
10433,824719,246
10434,771661,246
10434,824720,246
10434,824721,246
12083,1841301,246
12083,1910126,246
12083,1910127,246
12084,1841302,246
12084,1910128,246
12084,1910129,246
10204,654060,246
10204,703749,246
10204,1910164,246
12085,1841303,246
12085,1910130,246
12085,1910131,246
11133,1252424,246
11133,1308408,246
11133,1308409,246
11134,1252425,246
11134,1308410,246
11135,1252426,246
11135,1308411,246
11135,1308412,246
11136,1252427,246
11136,1308413,246
11136,1308414,246
11137,1252428,246
11137,1308415,246
11137,1308416,246
11138,1252429,246
11138,1308417,246
11138,1308418,246
11139,1252430,246
11139,1308419,246
11139,1308420,246
11140,1252431,246
11140,1308421,246
11141,1252432,246
11141,1308422,246
11141,1308423,246
11141,1308424,246
11142,1252433,246
11142,1308425,246
11142,1308426,246
11143,1252435,246
11143,1308427,246
11143,1308428,246
11545,1428604,246
11545,1491108,246
11545,1491109,246
11541,1428600,246
11541,1491101,246
11541,1491102,246
11543,1428602,246
11543,1491105,246
11543,1491106,246
11542,1428601,246
11542,1491103,246
11542,1491104,246
11544,1428603,246
11544,1491107,246
10289,690349,246
10289,741827,246
10289,741828,246
10287,690348,246
10287,741825,246
10287,741826,246
12271,1957600,246
12271,2024249,246
12271,2024250,246
10288,690350,246
10288,741829,246
10288,741830,246
11524,1389809,246
11524,1450562,246
11519,1391027,246
11519,1451876,246
11709,1841622,246
11709,1910173,246
11709,1910172,246
11430,1389773,246
11430,1450494,246
11430,1450495,246
11429,1389772,246
11429,1450492,246
11429,1450493,246
10588,772836,246
10588,824860,246
10588,824861,246
10589,772837,246
10589,824862,246
10589,824863,246
11049,1064908,246
11049,1121496,246
11049,1121497,246
10586,772834,246
10586,824856,246
10586,824857,246
10587,772835,246
10587,824858,246
10587,824859,246
11802,1953736,246
11802,2020634,246
11802,2020635,246
11801,1953735,246
11801,2020632,246
11801,2020633,246
11799,1953733,246
11799,2020630,246
11880,1841304,246
11880,1910124,246
11880,1910125,246
12139,1841305,246
12139,1909765,246
12139,1909766,246
11655,1497465,246
11655,1559182,246
12140,1841306,246
12140,1909767,246
12140,1909768,246
12144,1841307,246
12144,1909774,246
12144,1909775,246
12138,1841308,246
12138,1909763,246
12138,1909764,246
12137,1841309,246
12137,1909761,246
12137,1909762,246
12142,1841310,246
12142,1909771,246
11713,1535414,246
11713,1606202,246
11713,1606203,246
12141,1841311,246
12141,1909769,246
12141,1909770,246
12143,1841312,246
12143,1909772,246
12143,1909773,246
11714,1535413,246
11714,1606200,246
11714,1606201,246
12106,1841313,246
12106,1909813,246
12106,1909842,246
11881,1841314,246
11881,1909836,246
11881,1909837,246
12073,1841315,246
12073,1909814,246
12073,1909815,246
11572,1497425,246
11572,1559108,246
11572,1559107,246
10755,960072,246
10755,1015356,246
10755,1015357,246
10754,960068,246
10754,1015348,246
10754,1015349,246
19911,1677517,246
19911,1746979,246
11258,1252554,246
11258,1308616,246
11258,1308617,246
10575,959752,246
10575,1014808,246
10575,1014809,246
10840,959845,246
10840,1014963,246
10840,1014964,246
10838,959846,246
10838,1014965,246
10838,1014966,246
10839,959847,246
10839,1014967,246
10839,1014968,246
10597,772845,246
10597,824879,246
10597,824878,246
10595,772843,246
10595,824875,246
10595,824874,246
10596,772844,246
10596,824876,246
10596,824877,246
10598,772846,246
10598,824880,246
10598,824881,246
11488,1865048,246
11488,1932864,246
11488,1932865,246
11487,1389863,246
11487,1450662,246
11487,1450663,246
10665,1062286,246
10665,1118816,246
10665,1118817,246
11486,1389862,246
11486,1450660,246
11486,1450661,246
12190,1841316,246
12190,1910040,246
12190,1910041,246
12189,1841317,246
12189,1910038,246
12189,1910039,246
12041,1841318,246
12041,1909909,246
12041,1909910,246
12040,1841319,246
12040,1909907,246
12040,1909908,246
10552,836338,246
10552,889037,246
10552,889038,246
12222,1841321,246
12222,1910103,246
12222,1910104,246
10089,654034,246
10089,703708,246
10088,654036,246
10088,703710,246
10088,703711,246
10514,654035,246
10514,703709,246
10651,771536,246
10651,824482,246
10651,824483,246
10010,621265,246
10010,669692,246
10010,669693,246
10480,771709,246
10480,824810,246
10480,824811,246
10479,771708,246
10479,824808,246
10479,824809,246
10483,771712,246
10483,824816,246
10483,824817,246
10474,771703,246
10474,824798,246
10474,824799,246
10481,771710,246
10481,824812,246
10481,824813,246
10482,1827148,246
10482,824814,246
10482,824815,246
10477,771706,246
10477,824804,246
10477,824805,246
10473,771702,246
10473,824796,246
10473,824797,246
10478,771707,246
10478,824806,246
10478,824807,246
10475,771711,246
10475,824800,246
10475,824801,246
10476,771705,246
10476,824802,246
10476,824803,246
10399,771624,246
10399,824651,246
10399,824652,246
10402,771627,246
10402,824657,246
10402,824658,246
10401,771626,246
10401,824655,246
10401,824656,246
10400,771625,246
10400,824653,246
10400,824654,246
11144,1252436,246
11144,1308429,246
11144,1308430,246
11145,1252437,246
11145,1308431,246
11146,1252438,246
11146,1308432,246
11146,1308433,246
11688,1252439,246
11688,1308434,246
11152,1252444,246
11152,1308443,246
11152,1308444,246
11148,1252440,246
11148,1308435,246
11148,1308436,246
11149,1252441,246
11149,1308437,246
11149,1308438,246
11150,1252442,246
11150,1308439,246
11150,1308440,246
11151,1252443,246
11151,1308441,246
11151,1308442,246
11153,1252445,246
11153,1308445,246
11153,1308446,246
11154,1252446,246
11154,1308447,246
11154,1308448,246
11155,1252447,246
11155,1308449,246
12281,2033030,246
12281,2106804,246
12282,2033031,246
12282,2106805,246
11156,1252448,246
11156,1308450,246
11157,1252449,246
11157,1308451,246
11157,1308452,246
11158,1252450,246
11158,1308453,246
11693,1252453,246
11693,1308456,246
11691,1252451,246
11691,1308454,246
11160,1252452,246
11160,1308455,246
10209,690369,246
10209,741864,246
10209,741865,246
10210,690371,246
10210,741868,246
10210,741869,246
19912,1157597,246
19912,1211772,246
19912,1211773,246
10247,621255,246
10247,669672,246
10247,669673,246
11814,1841322,246
11814,1909455,246
11814,1909456,246
11815,1841323,246
11815,1909452,246
11815,1909454,246
12028,1841324,246
12028,1909451,246
12028,1909453,246
10012,621256,246
10012,669674,246
10012,669675,246
10014,621243,246
10014,669643,246
10014,669656,246
10011,621260,246
10011,669682,246
10011,669683,246
10013,621241,246
10013,669640,246
10013,669659,246
10944,771678,246
10944,824754,246
10944,824755,246
12209,1841325,246
12209,1910075,246
12209,1910076,246
11256,1252555,246
11256,1308619,246
11256,1308618,246
11379,1389783,246
11379,1450511,246
11379,1450512,246
11251,1252556,246
11251,1308621,246
11251,1308620,246
11253,1252557,246
11253,1308623,246
11253,1308622,246
11616,1497437,246
