ticketing_stop_id,stop_id,agency_id
11616,1559131,246
11616,1559130,246
11039,959800,246
11039,1014886,246
11039,1015445,246
10937,959786,246
10937,1014867,246
10937,1014868,246
11623,1497444,246
11623,1559144,246
11623,1559143,246
11775,1497449,246
11775,1559153,246
11628,1702761,246
11628,1559152,246
12207,1841326,246
12207,1910071,246
12207,1910072,246
12213,1841327,246
12213,1910082,246
11383,1389787,246
11383,1561432,246
11770,1702756,246
11770,1450520,246
11771,1702757,246
11771,1450519,246
12203,1841328,246
12203,1910064,246
12203,1910065,246
11626,1497447,246
11626,1559149,246
11038,959798,246
11038,1014884,246
11038,1015444,246
12214,1841329,246
12214,1910083,246
12214,1910084,246
11614,1497435,246
11614,1559127,246
11621,1497442,246
11621,1559140,246
11621,1559139,246
11622,1497443,246
11622,1559142,246
11622,1559141,246
11255,1252558,246
11255,1308625,246
11255,1308624,246
10382,771553,246
10382,824511,246
10382,824512,246
10642,771554,246
10642,824513,246
10642,824644,246
10936,959783,246
10936,1014862,246
10936,1014863,246
11042,959799,246
11042,1014885,246
11042,1015448,246
10942,771682,246
10942,824760,246
10942,1015439,246
10935,959780,246
10935,1014858,246
10935,1014859,246
11764,1647822,246
11764,1717607,246
11764,1717608,246
11266,1295835,246
11266,1355065,246
11266,1355066,246
12205,1841330,246
12205,1910066,246
12205,1910067,246
12212,1841331,246
12212,1910081,246
11620,1497441,246
11620,1559138,246
11620,1559137,246
11625,1497446,246
11625,1559148,246
11625,1559147,246
11265,1295834,246
11265,1355063,246
11265,1355064,246
11380,1389784,246
11380,1450513,246
11380,1450514,246
10938,959792,246
10938,1014876,246
10938,1014877,246
11050,1062170,246
11050,1118688,246
11050,1118689,246
10940,959790,246
10940,1014873,246
10940,1014874,246
11043,959796,246
11043,1014882,246
11043,1015449,246
10448,771675,246
10448,824749,246
10448,1536335,246
10337,1953707,246
10337,2020581,246
10337,2020582,246
10391,771543,246
10391,824492,246
11624,1497445,246
11624,1559146,246
11624,1559145,246
12211,1841332,246
12211,1910079,246
12211,1910080,246
11037,959801,246
11037,1014887,246
11037,1015443,246
10450,771677,246
10450,824752,246
10450,824753,246
11254,1252559,246
11254,1308627,246
11254,1308626,246
10934,959778,246
10934,1014854,246
10934,1014855,246
11267,1295836,246
11267,1355067,246
11267,1355068,246
11041,959804,246
11041,1014890,246
11041,1015447,246
11618,1497439,246
11618,1559135,246
11618,1559134,246
11619,1497440,246
11619,1559136,246
11653,1497464,246
11653,1559181,246
11653,1559180,246
11063,959787,246
11063,1014869,246
11063,1399695,246
12202,1841333,246
12202,1910062,246
12202,1910063,246
10643,771552,246
10643,824509,246
11617,1497438,246
11617,1559133,246
11617,1559132,246
10945,771679,246
10945,824756,246
10945,824759,246
11627,1497448,246
11627,1559151,246
11627,1559150,246
11769,1679778,246
11769,1749252,246
10385,959793,246
10385,1014878,246
10385,1399696,246
10338,1953708,246
10338,2020583,246
10338,2020584,246
10447,771674,246
10447,824746,246
10447,824747,246
12210,1841334,246
12210,1910077,246
12210,1910078,246
10946,771680,246
10946,824757,246
10946,824758,246
11615,1497436,246
11615,1559129,246
11615,1559128,246
10941,959789,246
10941,1014871,246
10941,1014872,246
10941,1536334,246
11652,1497463,246
11652,1559179,246
11652,1559178,246
10939,959794,246
10939,1014879,246
10939,1014880,246
12206,1841335,246
12206,1910068,246
12206,1910069,246
11252,1252560,246
11252,1308629,246
11252,1308628,246
10340,1953710,246
10340,2020587,246
10340,2020588,246
10339,1953709,246
10339,2020585,246
10339,2020586,246
11279,1339239,246
11279,1399694,246
11382,1389786,246
11382,1450517,246
11382,1450518,246
11774,1497451,246
11774,1559157,246
11630,1702760,246
11630,1559156,246
11040,959803,246
11040,1014889,246
11040,1015446,246
10933,959777,246
10933,1014852,246
10933,1014853,246
10446,771673,246
10446,824744,246
10446,824745,246
11257,1252561,246
11257,1308631,246
11257,1308630,246
11378,1389782,246
11378,1450509,246
11378,1450510,246
11773,1497453,246
11773,1559160,246
11632,1702759,246
11632,1559161,246
11772,1497454,246
11772,1559163,246
11633,1702758,246
11633,1559162,246
11381,1389785,246
11381,1450515,246
11381,1450516,246
12208,1841336,246
12208,1910073,246
12208,1910074,246
11765,1647823,246
11765,1717609,246
11765,1717610,246
10985,1062315,246
10985,1118869,246
10985,1118868,246
10095,654028,246
10095,703696,246
10095,703697,246
10445,771672,246
10445,824742,246
10445,824743,246
12160,1841337,246
12160,1909985,246
12160,1909986,246
12161,1841338,246
12161,1909987,246
12161,1909988,246
10313,771539,246
10313,824488,246
10314,771540,246
10314,824489,246
10315,771541,246
10315,824490,246
10312,771538,246
10312,824486,246
10312,824487,246
10311,771537,246
10311,824484,246
10311,824485,246
11036,771542,246
11036,824491,246
12204,1841339,246
12204,1910070,246
12182,1841340,246
12182,1910024,246
12182,1910025,246
12181,1841341,246
12181,1910022,246
12181,1910023,246
10923,621192,246
10923,669547,246
10923,669548,246
11588,1428629,246
11588,1491155,246
11588,1491156,246
11088,1075088,246
11088,1131711,246
11088,1131712,246
10036,1062169,246
10036,1015440,246
10036,1015441,246
11579,1497432,246
11579,1559122,246
11579,1559121,246
12253,1918493,246
12253,1984386,246
12253,1984385,246
10982,1062319,246
10982,1118877,246
10982,1118876,246
10981,1062321,246
10981,1118883,246
10981,1118882,246
10980,1062320,246
10980,1118881,246
10980,1118878,246
11056,1131598,246
11056,1118880,246
11056,1118879,246
11055,1062322,246
11055,1118885,246
11055,1118884,246
10059,621201,246
10059,669560,246
10059,669561,246
11585,1428626,246
11585,1491149,246
11585,1491150,246
12029,1841342,246
12029,1909929,246
12029,1909930,246
12048,1841343,246
12048,1909931,246
12048,1909932,246
10815,959882,246
10815,1015033,246
10814,959883,246
10814,1015034,246
10814,1015035,246
10813,959887,246
10813,1015040,246
10813,1015041,246
10567,959742,246
10567,1014789,246
10567,1014790,246
10569,959746,246
10569,1014796,246
10569,1014797,246
10568,959745,246
10568,1014795,246
10570,959747,246
10570,1014798,246
10570,1014799,246
10571,959748,246
10571,1014800,246
10571,1014801,246
11403,1389804,246
11403,1450553,246
11403,1450554,246
11401,1389802,246
11401,1450549,246
11401,1450550,246
11402,1389803,246
11402,1450551,246
11402,1450552,246
10100,654023,246
10100,703686,246
10100,703687,246
10101,654022,246
10101,703684,246
10101,703685,246
10102,654021,246
10102,703682,246
10102,703683,246
10068,621184,246
10068,669534,246
10068,669535,246
10069,621183,246
10069,669532,246
10069,669726,246
12077,1841354,246
12077,1909822,246
12077,1909823,246
10508,959885,246
10508,1015038,246
10508,2074558,246
11250,2018753,246
11250,2090569,246
11068,2019952,246
11068,2091765,246
11068,2091766,246
11243,2018746,246
11243,2090554,246
11067,2019951,246
11067,2091763,246
11067,2091764,246
11249,2018752,246
11249,2090567,246
11249,2090568,246
10511,959884,246
10511,1015036,246
10511,2090560,246
10535,959822,246
10535,1014918,246
10535,1014919,246
10534,959821,246
10534,1014916,246
10534,1014917,246
11164,1252456,246
11164,1308461,246
11165,1252457,246
11165,1308462,246
11165,1308463,246
10690,960037,246
10690,1015291,246
10690,1015292,246
10691,960038,246
10691,1015293,246
10689,960040,246
10689,1015296,246
10689,1015297,246
10605,772853,246
10605,824897,246
10605,824896,246
10094,654029,246
10094,703698,246
10094,703699,246
11873,1841355,246
11873,1910116,246
11873,1910117,246
11871,1841356,246
11871,1910113,246
11872,1841357,246
11872,1910114,246
11872,1910115,246
12231,1841344,246
12231,1909393,246
12231,1909394,246
12230,1841345,246
12230,1909391,246
12230,1909392,246
10932,959774,246
10932,1014846,246
10932,1014847,246
12061,1841346,246
12061,1909956,246
12061,1909957,246
12056,1841347,246
12056,1909946,246
12056,1909947,246
12058,1841348,246
12058,1909950,246
12058,1909951,246
12057,1841349,246
12057,1909948,246
12057,1909949,246
12059,1841350,246
12059,1909952,246
12059,1909953,246
12060,1841351,246
12060,1909954,246
12060,1909955,246
11162,1252454,246
11162,1308457,246
11162,1308458,246
11163,1252455,246
11163,1308459,246
11163,1308460,246
11122,1216940,246
11122,1271960,246
11122,1271961,246
11121,1216941,246
11121,1271962,246
11121,1271963,246
11120,1216942,246
11120,1271964,246
11120,1271965,246
10122,653997,246
10122,703642,246
10121,653998,246
10121,703643,246
10121,703644,246
10120,653999,246
10120,703645,246
10120,703646,246
10123,688127,246
10123,739561,246
10123,739560,246
10509,654003,246
10509,703653,246
10509,889081,246
10117,654002,246
10117,703651,246
10117,703652,246
10628,836345,246
10628,889051,246
10628,889052,246
10118,654001,246
10118,703649,246
10118,703650,246
10119,654000,246
10119,703647,246
10119,703648,246
10114,654007,246
10114,703658,246
10114,703659,246
10115,654006,246
10115,703656,246
10115,703657,246
10116,654005,246
10116,703654,246
10116,703655,246
10507,836360,246
10507,889082,246
10507,889083,246
10867,959948,246
10867,1015153,246
10867,1015154,246
10868,959949,246
10868,1015155,246
10868,1015156,246
10866,959945,246
10866,1015149,246
10866,1015150,246
11087,1062309,246
11087,1118857,246
11087,2113672,246
11018,1062326,246
11018,1118891,246
11018,1152024,246
11019,1062310,246
11019,1118859,246
11019,1118858,246
11020,1062311,246
11020,1118861,246
11020,1118860,246
11054,1062275,246
11054,1118795,246
10659,1062279,246
10659,1118802,246
10659,1118803,246
11029,1062274,246
11029,1118793,246
11029,1118794,246
11026,1062273,246
11026,1118791,246
11026,1118792,246
10657,1062277,246
10657,1118798,246
10657,1118799,246
10658,1062278,246
10658,1118800,246
10658,1118801,246
10656,1062276,246
10656,1118796,246
10656,1118797,246
10600,772848,246
10600,824886,246
10600,824885,246
10601,772849,246
10601,824887,246
10601,824888,246
10599,772847,246
10599,824883,246
10599,824884,246
12017,1841352,246
12017,1909699,246
12017,1909700,246
11333,1389700,246
11333,1450368,246
11333,1450369,246
11350,1389730,246
11350,1450411,246
11350,1450412,246
11349,1389729,246
11349,1450409,246
11349,1450410,246
11332,1389699,246
11332,1450366,246
11332,1450367,246
11345,1389725,246
11345,1450402,246
11346,1389726,246
11346,1450403,246
11346,1450404,246
11910,1841353,246
11910,1909524,246
11348,1389728,246
11348,1450407,246
11348,1450408,246
11347,1389727,246
11347,1450405,246
11347,1450406,246
11284,1389654,246
11284,1450285,246
11284,1450286,246
11869,1841358,246
11869,1910109,246
11869,1910110,246
10843,959834,246
10843,1014942,246
10843,1014943,246
10751,960074,246
10751,1015360,246
10113,654009,246
10113,703661,246
10113,2090553,246
12261,1957590,246
12261,2024229,246
12261,2024230,246
12265,1957594,246
12265,2024237,246
12265,2024238,246
12266,1957595,246
12266,2024239,246
12266,2024240,246
12262,1957591,246
12262,2024231,246
12262,2024232,246
12260,1957589,246
12260,2024228,246
12260,2024227,246
12263,1957592,246
12263,2024233,246
12263,2024234,246
12264,1957593,246
12264,2024235,246
12264,2024236,246
10963,959719,246
10963,1014750,246
10963,1014751,246
10962,959720,246
10962,1014752,246
10962,1014753,246
10964,959718,246
10964,1014748,246
10964,1014749,246
11797,1953731,246
11797,2020627,246
11794,1953728,246
11794,2020622,246
11794,2020623,246
11798,1953732,246
11798,2020628,246
11798,2020629,246
11795,1953729,246
11795,2020624,246
11795,2020625,246
11796,1953730,246
11796,2020626,246
11800,1953734,246
11800,2020631,246
10900,959982,246
10900,1015216,246
10900,1015217,246
11965,1841359,246
11965,1909625,246
11959,1841360,246
11959,1909616,246
11959,1909617,246
11963,1841361,246
11963,1909624,246
11964,1841362,246
11964,1909626,246
11960,1841363,246
11960,1909618,246
11960,1909619,246
11961,1841364,246
11961,1909620,246
11961,1909621,246
11962,1841365,246
11962,1909622,246
11962,1909623,246
10349,771585,246
10349,824574,246
10349,824575,246
10326,771607,246
10326,824621,246
10326,824622,246
10327,771606,246
10327,824619,246
10327,824620,246
10328,771605,246
10328,824617,246
10328,824618,246
10329,771604,246
10329,824615,246
10329,824616,246
19915,1157594,246
19915,1211768,246
11700,1389826,246
11700,1450595,246
11700,1450596,246
11447,1389825,246
11447,1450593,246
11447,1450594,246
10046,621264,246
10046,669690,246
10046,669691,246
10043,621270,246
10043,669701,246
10043,669702,246
10045,621266,246
10045,669694,246
10045,669695,246
10044,621269,246
10044,669699,246
10044,669700,246
10147,688135,246
10147,739573,246
10147,739574,246
10145,688137,246
10145,739577,246
10145,739578,246
10146,688136,246
10146,739575,246
10146,739576,246
10901,959985,246
10901,1015222,246
10901,1015223,246
10357,771577,246
10357,824558,246
10357,824559,246
10358,771576,246
10358,824556,246
10358,824557,246
12174,1841367,246
12174,1910008,246
12174,1910009,246
12175,1841366,246
12175,1910011,246
12175,1910010,246
12186,1841368,246
12186,1910032,246
12186,1910033,246
10111,654010,246
10111,703663,246
10111,703664,246
10510,959881,246
10510,1015031,246
10510,1015032,246
10112,654008,246
10112,703660,246
10112,703662,246
11297,1389667,246
11297,1450311,246
11297,1450312,246
11296,1389666,246
11296,1450309,246
11296,1450310,246
11298,1389668,246
11298,1450313,246
11298,1450314,246
11295,1389665,246
11295,1450307,246
11295,1450308,246
11299,1389669,246
11299,1450315,246
11299,1657837,246
11290,1389660,246
11290,1450297,246
11290,1450298,246
11289,1389659,246
11289,1450295,246
11289,1450296,246
11292,1389662,246
11292,1450301,246
11292,1450302,246
11730,1539102,246
11730,1609800,246
11730,1609801,246
11288,1389658,246
11288,1450293,246
11288,1450294,246
11291,1389661,246
11291,1450299,246
11291,1450300,246
12200,1841369,246
12200,1910058,246
12200,1910059,246
12199,1841370,246
12199,1910056,246
12199,1910057,246
11066,959772,246
11066,1014844,246
10929,959771,246
10929,1014843,246
10929,1561433,246
11057,959767,246
11057,1014836,246
10928,959765,246
10928,1014832,246
10928,1014833,246
10175,654077,246
10175,703777,246
10175,703778,246
10173,654073,246
10173,703770,246
10173,703771,246
10171,654065,246
10171,703757,246
10171,703758,246
10174,654074,246
10174,703772,246
10174,703773,246
10172,654069,246
10172,703764,246
10172,703765,246
10176,654079,246
10176,703781,246
10176,703782,246
10797,959907,246
10797,1015080,246
10797,1015081,246
10796,959908,246
10796,1015082,246
10796,1015083,246
10724,960080,246
10724,1015370,246
10724,1015371,246
10721,960075,246
10721,1015361,246
10721,1015362,246
10723,960079,246
10723,1015369,246
10720,960073,246
10720,1015358,246
10720,1015359,246
10722,960077,246
10722,1015365,246
10722,1015366,246
10725,960083,246
10725,1015374,246
10725,1015375,246
10719,960070,246
10719,1015352,246
10719,1015353,246
11805,1953739,246
11805,2020640,246
10582,772829,246
10582,824849,246
10581,772828,246
10581,824847,246
11452,1389830,246
11452,1450602,246
11452,1450603,246
11452,2024224,246
11450,1389828,246
11450,1450598,246
11450,1450599,246
11451,1389829,246
11451,1450600,246
11451,1450601,246
11803,1953737,246
11803,2020636,246
11803,2020637,246
11674,1389895,246
11674,1450716,246
11804,1953738,246
11804,2020638,246
11804,2020639,246
10583,772830,246
10583,824850,246
10583,824851,246
10584,772832,246
10584,824852,246
10584,824853,246
10585,772833,246
10585,824855,246
10585,824854,246
11806,1953740,246
11806,2020641,246
11806,2020642,246
12259,1957588,246
12259,2024225,246
12259,2024226,246
10727,960088,246
10727,1015384,246
10727,1015385,246
10726,960084,246
10726,1015376,246
10726,1015377,246
10098,654025,246
10098,703690,246
10098,703691,246
10099,654024,246
10099,703688,246
10099,703689,246
11245,2018748,246
11245,2090557,246
11245,2090558,246
12233,1841371,246
12233,1909397,246
12233,1909398,246
12232,1841372,246
12232,1909395,246
12232,1909396,246
10917,621178,246
10917,669524,246
10527,836335,246
10527,889032,246
10527,889033,246
10040,621180,246
10040,669526,246
10040,669527,246
10914,621179,246
10914,669525,246
11047,959791,246
11047,1014875,246
11731,836336,246
11731,889034,246
10918,959802,246
10918,1014888,246
11781,1953715,246
11781,2020596,246
11781,2020597,246
11778,1953712,246
11778,2020591,246
11778,2020592,246
10526,836334,246
10526,889030,246
10526,889031,246
10915,959795,246
10915,1014881,246
10919,959784,246
10919,1014864,246
10919,1014865,246
10916,959788,246
10916,1014870,246
11777,1953711,246
11777,2020589,246
11777,2020590,246
10528,772854,246
10528,824899,246
10528,824898,246
11779,1953713,246
11779,2020593,246
11779,2020594,246
11780,1953714,246
11780,2020595,246
10801,959903,246
10801,1015072,246
10801,1015073,246
12183,1841373,246
12183,1910026,246
12183,1910027,246
12185,1841374,246
12185,1910030,246
12185,1910031,246
12184,1841375,246
12184,1910028,246
12184,1910029,246
10157,654109,246
10157,703840,246
10157,703843,246
11462,1389841,246
11462,1450622,246
11462,1450623,246
10987,1062314,246
10987,1118867,246
10987,1118866,246
10986,1062313,246
10986,1118865,246
10986,1118864,246
11022,1062312,246
11022,1118863,246
11022,1118862,246
10233,690343,246
10233,741815,246
10233,741816,246
11375,1389780,246
11375,1450504,246
11375,1450505,246
10239,690329,246
10239,741794,246
10239,741795,246
10240,690327,246
10240,741790,246
10240,741791,246
10234,690342,246
10234,1536333,246
10234,741814,246
10232,690346,246
10232,741821,246
10232,741822,246
10231,690352,246
10231,741833,246
10231,741836,246
12157,1841376,246
12157,1910153,246
12157,1909799,246
11377,1389781,246
11377,1450507,246
11377,1450508,246
10236,690336,246
10236,741804,246
10236,741805,246
10237,690334,246
10237,741800,246
10237,741801,246
12158,1841377,246
12158,1910154,246
12158,1909800,246
12156,1841380,246
12156,1909797,246
12156,1909798,246
12152,1841378,246
12152,1909789,246
12152,1909790,246
12151,1841379,246
12151,1909787,246
12151,1909788,246
12155,1841381,246
12155,1909795,246
12155,1909796,246
12154,1841382,246
12154,1909793,246
12154,1909794,246
12153,1841383,246
12153,1909791,246
12153,1909792,246
10235,690341,246
10235,741813,246
10230,690355,246
10230,741838,246
10230,741839,246
12104,1841384,246
12104,1909443,246
12104,1909444,246
11374,1389779,246
11374,1450502,246
11374,1450503,246
10238,690331,246
10238,741796,246
10238,741797,246
11014,1841624,246
11014,1910176,246
11014,1910177,246
12229,1841385,246
12229,1909389,246
12229,1909390,246
10550,959827,246
10550,1014927,246
10550,1014928,246
11361,1389741,246
11361,1450433,246
11356,1389736,246
11356,1450423,246
11356,1450424,246
11357,1389737,246
11357,1450425,246
11357,1450426,246
11359,1389739,246
11359,1450429,246
11359,1450430,246
11358,1389738,246
11358,1450427,246
11358,1450428,246
11813,1841386,246
11813,1909497,246
11810,1841389,246
11810,1909492,246
11360,1389740,246
11360,1450431,246
11360,1450432,246
11811,1841388,246
11811,1909493,246
11811,1909494,246
11812,1841387,246
11812,1909495,246
11812,1909496,246
10640,959764,246
10640,1014830,246
10640,1014831,246
10639,959770,246
10639,1014841,246
10639,1014842,246
11642,1497462,246
11642,1559177,246
11641,1497461,246
11641,1559176,246
11641,1559175,246
11640,1497460,246
11640,1559174,246
11640,1559173,246
10214,690375,246
10214,741876,246
10214,741877,246
10215,690376,246
10215,741878,246
11355,1389735,246
11355,1450421,246
11355,1450422,246
11707,1499710,246
11707,1561430,246
11707,1561431,246
10682,960026,246
10682,1015270,246
10682,1015271,246
10683,960029,246
10683,1015276,246
10683,1015277,246
11166,1252458,246
11166,1308464,246
11166,1308465,246
10774,959939,246
10774,1015140,246
10774,1015141,246
10775,959940,246
10775,1015142,246
11681,1389849,246
11681,1450637,246
10781,959944,246
10781,1015147,246
10781,1015148,246
10772,959938,246
10772,1015139,246
11016,959943,246
11016,1015145,246
11016,1015146,246
11065,959937,246
11065,1015138,246
10782,959935,246
10782,1015134,246
10782,1015135,246
10853,959932,246
10853,1015128,246
10853,1015129,246
10856,959930,246
10856,1015124,246
10856,1015125,246
10855,959931,246
10855,1015126,246
10855,1015127,246
11473,1389850,246
11473,1450638,246
11473,1450639,246
11471,1389847,246
11471,1450634,246
11471,1450635,246
11472,1389848,246
11472,1450636,246
11470,1389846,246
11470,1450632,246
11470,1450633,246
11476,1389852,246
11476,1450642,246
11476,1450643,246
11474,1389851,246
11474,1450640,246
11474,1450641,246
11475,1389853,246
11475,1450644,246
11469,1389845,246
11469,1450630,246
11469,1450631,246
11094,959808,246
11094,1014895,246
10849,959809,246
10849,1014896,246
10849,1014897,246
10850,959807,246
10850,1014894,246
10852,959806,246
10852,1014893,246
11528,1428630,246
11528,1491157,246
10851,959805,246
10851,1014891,246
10851,1014892,246
10848,959810,246
10848,1014898,246
11701,959811,246
11701,1014899,246
10092,654031,246
10092,703702,246
10092,703703,246
10090,654033,246
10090,703706,246
10090,703707,246
10091,654032,246
10091,703704,246
10091,703705,246
10093,654030,246
10093,703700,246
10093,703701,246
11822,1841390,246
11822,1909470,246
11822,1909471,246
11823,1841391,246
11823,1909472,246
11823,1909473,246
10823,959872,246
10823,1015014,246
10823,1015015,246
11282,1389652,246
11282,1450281,246
11282,1450282,246
11906,1841392,246
11906,1909521,246
11906,1909522,246
11909,1841393,246
11909,1909523,246
10825,959869,246
10825,1015008,246
10825,1015009,246
10822,959873,246
10822,1015016,246
10822,1015017,246
11903,1841394,246
11903,1909517,246
11903,1909518,246
10827,959863,246
10827,1014997,246
10827,1014998,246
10824,959871,246
10824,1015012,246
10824,1015013,246
10828,959860,246
10828,1014991,246
10828,1014992,246
11904,1841395,246
11904,1909519,246
11904,1909520,246
10384,1841618,246
10384,1910160,246
10384,1910159,246
10826,959865,246
10826,1015001,246
10826,1015002,246
10830,959854,246
10830,1014981,246
10831,959853,246
10831,1014979,246
10831,1014980,246
10833,959851,246
10833,1014975,246
10833,1014976,246
10829,959857,246
10829,1014985,246
10829,1014986,246
11283,1389653,246
11283,1450283,246
11283,1450284,246
10837,959848,246
10837,1014969,246
10837,1014970,246
10836,959844,246
10836,1014961,246
10836,1014962,246
10835,959849,246
10835,1014971,246
10835,1014972,246
10832,959852,246
10832,1014977,246
10832,1014978,246
10834,959850,246
10834,1014973,246
10834,1014974,246
10395,772827,246
10395,824843,246
10395,824844,246
11031,959737,246
11031,1014782,246
11031,1014783,246
10292,771519,246
10292,824450,246
10292,824451,246
11034,959738,246
11034,1014784,246
10393,771515,246
10393,824443,246
10393,824444,246
10392,801762,246
10392,853846,246
12243,1841396,246
12243,1909414,246
12243,1909415,246
10293,771520,246
10293,824452,246
10293,824453,246
10650,959744,246
10650,1014793,246
10650,1014794,246
11035,959741,246
11035,1014788,246
11035,1749254,246
11032,959743,246
11032,1014791,246
11032,1014792,246
10394,771516,246
10394,824445,246
10394,824446,246
10806,959898,246
10806,1015063,246
10806,1015064,246
10807,959897,246
10807,1015061,246
10807,1015062,246
10808,959896,246
10808,1015059,246
10808,1015060,246
10809,959895,246
10809,1015056,246
10809,1015057,246
10804,959900,246
10804,1015067,246
10804,1015068,246
10803,959901,246
10803,1015069,246
10803,1015454,246
10802,959902,246
10802,1015070,246
10802,1015071,246
10805,959899,246
10805,1015065,246
10805,1015066,246
10031,621220,246
10031,669597,246
10031,669600,246
12149,1841397,246
12149,1909784,246
12149,1909785,246
11682,1474103,246
11682,1536332,246
11682,1536331,246
12150,1841398,246
12150,1909786,246
12148,1841399,246
12148,1909782,246
12148,1909783,246
10889,959977,246
10889,1015209,246
10889,1015210,246
10890,959973,246
10890,1015201,246
10890,1015202,246
10891,959970,246
10891,1015195,246
10891,1015196,246
10607,772857,246
10607,824905,246
10607,824904,246
10608,772856,246
10608,824903,246
10608,824902,246
10609,772855,246
10609,824900,246
10609,824901,246
12125,1841400,246
12125,1909737,246
12125,1909738,246
12126,1841401,246
12126,1909739,246
12126,1909740,246
12128,1841402,246
12128,1909743,246
12128,1909744,246
12127,1841403,246
12127,1909741,246
12127,1909742,246
12124,1841404,246
12124,1909735,246
12124,1909736,246
12123,1841405,246
12123,1909733,246
12123,1909734,246
12122,1841406,246
12122,1909732,246
11879,1841409,246
11879,1910122,246
11879,1910123,246
10844,959823,246
10844,1014920,246
10844,1014921,246
12065,1841413,246
12065,1909964,246
12065,1909965,246
12071,1841410,246
12071,1909995,246
12070,1841411,246
12070,1909973,246
12067,1841412,246
12067,1909968,246
12066,1841414,246
12066,1909966,246
12066,1909967,246
12108,1841415,246
12108,1909448,246
12108,1910152,246
12109,1841416,246
12109,1909706,246
12109,1909707,246
12069,1841417,246
12069,1909971,246
12069,1909972,246
12110,1841418,246
12110,1909708,246
12110,1909709,246
12111,1841419,246
12111,1909710,246
12111,1909711,246
12112,1841420,246
12112,1909712,246
12112,1909713,246
12114,1841421,246
12114,1909716,246
12114,1909717,246
12113,1841422,246
12113,1909714,246
12113,1909715,246
12068,1841423,246
12068,1909969,246
12068,1909970,246
12064,1841424,246
12064,1909962,246
12064,1909963,246
10303,772859,246
10303,824908,246
10303,826015,246
11940,1841425,246
11940,1909581,246
11940,1909582,246
12361,2148173,246
12361,2221732,246
12361,2221733,246
11939,1841426,246
11939,1909579,246
11939,1909580,246
10878,959964,246
10878,1015184,246
10878,1015185,246
10876,959957,246
10876,1015171,246
10876,1015172,246
10877,959965,246
10877,1015186,246
10877,1015187,246
11328,1389696,246
11328,1450360,246
11328,1450361,246
11321,1389689,246
11321,1450348,246
11321,1450349,246
11322,1389690,246
11322,1450350,246
11322,1450351,246
11324,1389692,246
11324,1450354,246
11324,1450355,246
11326,1389694,246
11326,1450358,246
11325,1389693,246
11325,1450356,246
11325,1450357,246
11327,1389695,246
11327,1450359,246
11323,1389691,246
11323,1450352,246
11323,1450353,246
10246,621259,246
10246,669680,246
10246,669681,246
10245,621263,246
10245,669688,246
10245,669689,246
11790,1953724,246
11790,2020614,246
11790,2020615,246
11792,1953726,246
11792,2020618,246
11792,2020619,246
11788,1953722,246
11788,2020610,246
11788,2020611,246
11789,1953723,246
11789,2020612,246
11789,2020613,246
11791,1953725,246
11791,2020616,246
11791,2020617,246
11793,1953727,246
11793,2020620,246
11793,2020621,246
12094,1841427,246
12094,1910136,246
12094,1910137,246
10441,771668,246
10441,824734,246
10441,824735,246
10439,771666,246
10439,824730,246
10439,824731,246
10443,771670,246
10443,824738,246
10443,824739,246
10444,771671,246
10444,824740,246
10444,824741,246
10440,771667,246
10440,824732,246
10440,824733,246
10442,771669,246
10442,824736,246
10442,824737,246
12240,1841428,246
12240,1909411,246
12240,1909412,246
12238,1841429,246
12238,1909407,246
12238,1909408,246
12239,1841430,246
12239,1909409,246
12239,1909410,246
12225,1841431,246
12225,1909480,246
12225,1909481,246
12224,1841432,246
12224,1909478,246
12224,1909479,246
11173,1252465,246
11173,1308474,246
11167,1252459,246
11167,1308466,246
11695,1252460,246
11695,1308467,246
11169,1252461,246
11169,1308468,246
11170,1252462,246
11170,1308469,246
11170,1308470,246
11697,1252463,246
11697,1308471,246
11172,1252464,246
11172,1308472,246
11172,1308473,246
11389,1389790,246
11389,1450525,246
11389,1450526,246
11388,1389789,246
11388,1450523,246
11388,1450524,246
11387,1389788,246
11387,1450521,246
11387,1450522,246
12034,1841433,246
12034,1909895,246
12034,1909896,246
11839,1841434,246
11839,1909440,246
11839,1909441,246
11070,2039657,246
11070,2113668,246
11070,2113669,246
10243,690323,246
10243,741784,246
11992,1841435,246
11992,1909442,246
10242,690324,246
10242,741785,246
10242,741786,246
11838,1841436,246
11838,1909439,246
10241,690325,246
10241,741787,246
10241,741789,246
10619,959861,246
10619,1014993,246
10619,1014994,246
10618,959859,246
10618,1014989,246
10618,1014990,246
11465,1389844,246
11465,1450628,246
11465,1450629,246
11464,1389843,246
11464,1450626,246
11464,1450627,246
11463,1389842,246
11463,1450624,246
11463,1450625,246
10065,621193,246
10065,669549,246
10065,669550,246
10064,621194,246
10064,669551,246
10064,669554,246
10873,959954,246
10873,1015165,246
10873,1015166,246
11824,1841437,246
11824,1909474,246
11824,1909475,246
11826,1841438,246
11826,1909416,246
11826,1909417,246
11825,1841439,246
11825,1909476,246
11825,1909477,246
10555,836341,246
10555,889043,246
10555,889044,246
10556,836342,246
10556,889045,246
10556,889046,246
11417,1389760,246
11417,1450468,246
11417,1450469,246
10039,621181,246
10039,669528,246
10039,669529,246
10038,621182,246
10038,669530,246
10038,669531,246
10096,654027,246
10096,703694,246
10096,703695,246
10097,654026,246
10097,703692,246
